,CONTENT,DATETIME,DOCID,TYPE
520,"성남시 깃대종…버들치 (성남=연합뉴스) 이우성 기자 = 경기도 성남시는 지역 생태계를 대표하는 깃대종으로 버들치, 파파리반딧불이, 청딱따구리 3종을 선정했다고 14일 밝혔다 버들치 모습 #성남시 #환경정책과 https://t.co/jV7E41RE87",20171214092505,521,TWEET
521,성남시의 생태계를 대표하는 생물 ‘깃대종’은? https://t.co/JCS0xF7DE4 깃대종 선정을 위해 최근 5개월간 시민 자연환경 모니터링 자료분석 등 노력 #성남시 #버들치 #파파리반딧불이 #청딱따구리 #깃대종 #선정,20171214092545,522,TWEET
522,"성남시 깃대종…파파리반딧불이 (성남=연합뉴스) 이우성 기자 = 경기도 성남시는 지역 생태계를 대표하는 깃대종으로 버들치, 파파리반딧불이, 청딱따구리 3종을 선정했다고 14일 밝혔다 파파리반딧불이 모습 #성남시 #환경정책과 https://t.co/EkF",20171214092549,523,TWEET
523,성남시의 생태계를 대표하는 생물 ‘깃대종’은? https://t.co/JCS0xF7DE4 깃대종 선정을 위해 최근 5개월간 시민 자연환경 모니터링 자료분석 등 노력 #성남시 #버들치 #파파리반딧불이 #청딱따구리 #깃대종 #선정,20171214092550,524,TWEET
524,성남시 깃대종…버들치 등 3종 선정 https://t.co/0kLWtAvWN4,20171214094132,525,TWEET
525,성남시 깃대종…버들치 등 3종 선정 https://t.co/PhoWwkytIh,20171214094310,526,TWEET
526,성남시 깃대종…버들치 등 3종 선정 https://t.co/i652OqEIne,20171214094937,527,TWEET
527,성남시 깃대종…버들치 등 3종 선정 https://t.co/9fRV6acjqu,20171214095522,528,TWEET
528,성남시 깃대종…버들치 등 3종 선정 https://t.co/5SoEiIkW1l,20171214095628,529,TWEET
529,성남시 깃대종…버들치 등 3종 선정 https://t.co/Bvixs6Jbbl,20171214100137,530,TWEET
530,성남시 깃대종…버들치·파파리반딧불이·청딱따구리 선정 https://t.co/DkkLzgPYQs https://t.co/xZnNaWJnlN,20171214104318,531,TWEET
531,성남시 깃대종…버들치·파파리반딧불이·청딱따구리 선정 &lt;font color=red&gt;성남데일리&lt;/font&gt; https://t.co/xT6l5upiQq,20171214124945,532,TWEET
532,#성남시 깃대종은…버들치·파파리반딧불이·청딱따구리 https://t.co/MqyLE5xfsF,20171214164008,533,TWEET
533,"경기도 성남시가 지역 생태계를 대표하는 깃대종으로 버들치, 파파리반딧불이, 청딱따구리 3종을 선정했다고 14일 밝혔다. https://t.co/Cpofp5VYFv",20171215072103,534,TWEET
534,"#성남시, #버들치 #파파리반딧불이 #청딱따구리 등 3종 #대표생물 #깃대종 으로 선정 https://t.co/GFZ4VNobdf",20171215080024,535,TWEET
535,성남시 깃대종…버들치·파파리반딧불이·청딱따구리 선정 https://t.co/oIWVMi6m3a,20171215101846,536,TWEET
536,"성남시, `버들치·청딱따구리` 등 깃대종 3종 선정 https://t.co/JTdqPpAe3M",20171216164943,537,TWEET
537,"버들치·파파리반딧불이·청딱따구리…성남시, 생태계 대표 생물 ‘깃대종’ 선정 https://t.co/1NfCLHIZAl",20171218152843,538,TWEET
538,#성남시 깃대종 3종 선정 알림 [깃대종(Flagship species)이란? 특정지역의 생태·지리·문화적 특성을 반영하는 상징적인 야생 동·식물로 사람들이 보호해야 할 필요성을 인정하는 종] https://t.co/F66g316JnA,20171219183436,539,TWEET
539,"성남시 깃대종 ˙버들치, 파파리 반딧불이, 청딱따구리˙ 선정 (출처 : 환경일보 | 네이버 뉴스검색) https://t.co/Z1Txc4e9a3",20171220085918,540,TWEET
540,#성남시 생태·지리·문화적 특성을 반영하는 상징적인 야생생물인 깃대종(Flagship Species) 안내요~^^ https://t.co/Cy9M248Toh,20171220130217,541,TWEET
541,#성남시 대표 생물 깃대종…버들치·파파리반딧불이·청딱따구리 선정 https://t.co/e7jrHMti9b,20171226195734,542,TWEET
542,성남시 깃대종 선정… 지역 야생생물로 보존 비전성남 https://t.co/CR417sVxsW,20171229143156,543,TWEET
543,성남시 깃대종… 버들치·파파리반딧불이·청딱따구리 선정 비전성남 https://t.co/3DRUikORWO,20171229145446,544,TWEET
544,[내일을 향한 한걸음. 비전성남] 성남시 깃대종 선정… 지역 야생생물로 보존 https://t.co/w35DczO07o,20180103215345,545,TWEET
545,[국립공원관리공단] '2018 제25회 태백산눈축제' 기간 열목어 등 깃대종 홍보 및 자연물 만들기 체험관 운영 https://t.co/HmM9pkG4PB,20180122214704,546,TWEET
546,#성남시 깃대종 삼총사~!!! https://t.co/eLVvGbFWAQ,20180126161430,547,TWEET
547,영원이 모티브는 한국의 이끼도롱뇽으로 예쁩니다 대전의 깃대종 3종류가 밴드 멤버에오 모두 이 세상의 희귀동물들을 아껴주어요 https://t.co/cCWaMZJmHW,20180203172502,548,TWEET
548,[카카오스토리&amp;인스타그램에서 참여가능합니다 ] #KTX진부오대산역 올바기를 찾아주세요! . . #오대산국립공원 깃대종 긴점박이올빼미 우리의 올바기가 KTX진부(오대산)역에 평창올림픽을 구경오시는... https://t.co/jFPnLf1Uf,20180205153753,549,TWEET
549,겨울 내성천 물고기 조사에서 깃대종 흰수마자 발견 못해 #모이 #내성천 #흰수마자 #깃대종 #낙동강 정수근 기자 https://t.co/bnQduhUFil,20180212141852,550,TWEET
550,【동양동뉴스】[황해칼럼] 인천내륙의 '깃대종'을 살려야 - 인천일보 (보도자료) https://t.co/hilT5hfVBu,20180306012640,551,TWEET
551,"지리산국립공원, 깃대종 히어리 만개... https://t.co/y18Q8ly0tn",20180320095406,552,TWEET
552,무등산 깃대종 '털조장나무' (출처 : 뉴시스 | 네이버 뉴스) https://t.co/CpG2ztfQHD,20180328154606,553,TWEET
553,꽃 망울 터뜨린 무등산 깃대종 ˙털조장나무˙ (출처 : 뉴시스 | 네이버 뉴스) https://t.co/qMJkycVGPK,20180329002602,554,TWEET
554,무등산 깃대종 ˙털조장나무˙ (출처 : 뉴시스 | 네이버 뉴스) https://t.co/QFnzZEgnn6,20180329002619,555,TWEET
555,진부역에서 만난 강원도의 토종 동물들중 긴점박이올빼비 캐릭터입니다. 귀엽습니다.^^ #강원gihun #강원도sns서포터즈 #강원도래요 #강원도 #진부역 #올빼미 #긴점박이올빼미 #강원도토종동물 #토종동물 #야생동물 #깃대종 #한국의야생동물 htt,20180331223729,556,TWEET
556,"@HaeC_J 와우 ~! 나도 이런 깨꿋한 곳에서 살고 싶다. 버들치·파파리반딧불이·청딱따구리…성남시, 생태계 대표 생물 ‘깃대종’ 선정 https://t.co/hgYzmRJ8Dm https://t.co/XIdOTfUdsM",20180419234629,557,REPLY
557,반짝반짝 보석같은 무등산 국립공원의 #깃대종 #털조장나무 를 아시나요 ~? 보기만해도 마음이 편안해지는 예쁜 영상 ~ 공유드려요 ~ ♥ https://t.co/5nFVS2A6EI,20180420080807,558,TWEET
558,화려하지는 않지만 소소한 아름다움이 있는 국립공원 속 야생화들을 만나보셨나요?? 사진 속 꽃은 소백산 국립공원의 깃대종 모데미풀이라곰 자세한 이야기는(출처:국립공원블로그기자단/들꽃향기님) https://t.co/26tsZPbEuF ?,20180506133628,559,TWEET
559,성남시 깃대종 ‘파파리반딧불이’ 탐사 https://t.co/J1DAm8DQwu,20180517090210,560,TWEET
560,성남시 깃대종 ‘파파리반딧불이’ 탐사가요 비전성남 https://t.co/CoiT3RFeqc,20180517094800,561,TWEET
561,[내일을 향한 한걸음. 비전성남] 성남시 깃대종 ‘파파리반딧불이’ 탐사가요 https://t.co/uVTk0pOdMX,20180517094850,562,TWEET
562,성남시 깃대종 파파리반딧불이 탐사 가족 모집 https://t.co/oLJZfV1D3D https://t.co/FYaM45rKU9,20180517095005,563,TWEET
563,성남시 깃대종 ‘파파리반딧불이’ 탐사가요 https://t.co/7IlXXkvXtD,20180517113832,564,TWEET
564,가장 아름다운 #반딧불이 ?? #파파리반딧불이 를 찾아라! #영장산 #탐사대 선착순 모집 https://t.co/fwuhmKlyqL #성남시 #깃대종 #파파리반딧불이 전문가와 함께 찾아보세요ㅇㅅㅇ https://t.co/a6R6oNrF1v,20180517153900,565,TWEET
565,"""성남시 깃대종 '파파리반딧불이' 탐사가요"" https://t.co/W5Ft2Gh27q",20180518080315,566,TWEET
566,#성남시 여름밤에만 만날 수 있는 파파리반딧불이 예쁜 빛 만나러가요! (성남시 깃대종)https://t.co/UW8Y9VOVN9,20180519111448,567,TWEET
567,#성남시 깃대종 파파리반딧불이 서식처 탐사체험 참여가족 모집~!!! https://t.co/xdTs2yxFzg,20180521131741,568,TWEET
568,한려해상국립공원의 깃대종을 소개합니다. #한려해상국립공원 #한려해상국립공원동부사무소 #깃대종 #멸종위기종 #천연기념물,20180529153553,569,TWEET
569,#성남시 성남에 반딧불이가 있어요~ 성남 깃대종 파파리 반딧불이 탐사체험 https://t.co/POH5rbbCk5,20180610144642,570,TWEET
570,"건물을 흔드는 요란한 소리, 이 층간소음의 범인은? #고양생태공원 #자작나무 #깃대종 #오색딱따구리 #생태교육센터 https://t.co/SvErIVUF3f 이미숙 기자",20180611144525,571,TWEET
571,"저러다가 성대 터지겠네귀하신 몸, 그놈이 돌아왔다 #고양생태공원 #올챙이 #너구리 #맹꽁이 #깃대종 https://t.co/aUZ89Wt5IL 이미숙 기자",20180714153801,572,TWEET
572,"[일등방송] 광주시, 야생생물 깃대종 지정한다 https://t.co/IN2KEr5Xpj",20180717162445,573,TWEET
573,"광주시, 야생생물 깃대종 지정한다 https://t.co/wuBgZRY0yq",20180717173757,574,TWEET
574,"광주광역시, 야생생물 깃대종 지정한다 https://t.co/X8VWkFJkek",20180717211508,575,TWEET
575,≪뉴스24≫ 내장산국립공원 깃대종 「멸종위기야생생물Ⅱ급 진노랑상사화」개화 https://t.co/13wQa4VoNP,20180718172559,576,TWEET
576,「2018 대한민국 지역공공 캐릭터 대상」공모에 #성남시 는 성남시깃대종 캐릭터를 신청했어요 우수캐릭터 선정방법은 대국민 투표100%로 선정한다하니 우리시 귀여운 캐릭터 3종에 대한 시민 여러분들의 많은 관심과 응원부탁드려요 https://t,20180808091456,577,TWEET
577,"제1회 우리동네 캐릭터대상!!♥ 성남시대표터캐릭터!! 환경지킴이 깃대종이 본선에 진출할수있게 투표부탁드려요♥ https://t.co/XhiZNasA9W 하루에 한번, 22일동안 매일 투표가능! 네이버아이디로 간단하게 투표가능^^ #성남시 #우리",20180808100917,578,TWEET
578,우리동네 캐릭터 투표하는데 성남시 깃대종 내 취향이다...컼걱 https://t.co/GvhgqG3zsh,20180811145209,579,TWEET
579,두근! 당신의 최애캐는? (최고로 애정하는 캐릭터) ☞ https://t.co/hoqkPpKu6k #성남시 환경지킴이 #깃대종 [명사] 지역의 대표가 되는 동식물의 종 #청딱다구리 #파파리반딧불이 #버들치 #왜때문인지_답은_정해져_있다_헿헤 #아직,20180814170906,580,TWEET
580,두근! 당신의 최애캐는? (최고로 애정하는 캐릭터) ☞ https://t.co/axt9NiF85P #성남시 환경지킴이 #깃대종 [명사] 지역의 대표가 되는 동식물의 종 #청딱다구리 #파파리반딧불이 #버들치 #아직_투표_아이했니 https://t.co,20180818074741,581,TWEET
581,어이없게 웃기게 생긴 애들 성남시 깃대종 ㅋㅋㅋㅋ https://t.co/sFwWBlFU3w,20180826000545,582,TWEET
582,[undefined] 주왕산 깃대종 ‘둥근잎꿩의비름’ 무료 배부 행사 https://t.co/fhuhpJCuJL,20181015095414,583,TWEET
583,너무 귀여운거 아니니? 깃대종?? 국립공원 깃대종 첫 3D애니메이션! 여러분이 가장 좋아하는 깃대종 캐릭터는 누구인가요? ? #국립공원 #애니메이션 #깃대종 #3D #korea #nationalpark #캐릭터 https://t.co/9O38,20181122165206,584,TWEET
584,"뉴스에이 모바일 사이트, '깃대종 친구들' 애니메이션으로 자연보전 교육하세요 https://t.co/P9TOmA3fWI",20181123101510,585,TWEET
585,#국립공원관리공단 은 #국립공원 을 대표하는 #캐릭터 #깃대종 을 주제로 제작한 #교육·홍보용 #애니메이션 #깃대종_친구들(#미우의_욕심)을 11월 23일부터 국립공원관리공단 누리집(https://t.co/SzYHsOd6pL)을 통해 배포합니다~ 기,20181123111919,586,TWEET
586,'깃대종 친구들' 애니메이션으로 자연보전 교육하세요 https://t.co/0AVIZwFz9i,20181123140502,587,TWEET
587,[강원경제신문] 깃대종 친구들 애니메이션으로 자연보전 교육하세요 https://t.co/ZgxJNBwZi2,20181124011414,588,TWEET
588,여러분들!!! 오늘 제가 북한산 깃대종인 오색딱다구리를 만났습니다 폰카메라 당겨 찍어서 선명하지 않지만 귀한 오색딱다구리 보세요오 https://t.co/VeaaIfhGlt,20181126191118,589,TWEET
